Accession Planting,Inventory Date,Status,Condition,Inventory Note,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
2012-0065-01-62,2/23/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
2012-0065-01-62,3/21/2016 18:28,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-62,3/23/2017 20:15,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-62,2/26/2018 15:25,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-61,,,,,2/26/2020 13:31,4.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-61,,,,,2/23/2015 0:00,42.25,inches,,inches,0 arms. 0 buds.
2012-0065-01-61,,,,,4/2/2013 15:00,3,feet,10,feet,4/4/2012 sg
2012-0065-01-61,4/4/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-61,4/4/2012 17:28,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-61,3/16/2013 13:00,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-61,5/13/2013 18:45,Alive,Good,,,,,,,
2012-0065-01-61,10/7/2013 14:04,Alive,Good,,,,,,,
2012-0065-01-61,10/7/2013 16:47,Alive,Good,,,,,,,
2012-0065-01-61,2/23/2015 0:00,Alive,Excellent,Not caged. No herbivery.,,,,,,
2012-0065-01-61,3/21/2016 18:28,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-61,3/23/2017 20:15,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-61,2/26/2018 15:25,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-61,3/29/2019 19:20,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-60,,,,,2/26/2020 13:31,21.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-60,,,,,2/27/2015 0:00,18.8,feet,,feet,"3 arms, 1 bud."
2012-0065-01-60,,,,,3/16/2013 0:00,223.2,inches,54.5,inches,measured on 3-16-13
2012-0065-01-60,3/30/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-60,3/30/2012 18:36,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-60,10/7/2013 16:47,Alive,Good,,,,,,,
2012-0065-01-60,11/26/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-60,2/25/2015 0:00,Alive,Fair,Not caged. Old herbivory.,,,,,,
2012-0065-01-60,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-60,3/23/2017 20:15,Alive,Fair,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-60,2/26/2018 15:25,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-60,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-6,,,,,2/26/2020 13:35,15.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-6,,,,,2/26/2015 0:00,14.8,feet,,feet,0 arms. 1 bud.
2012-0065-01-6,,,,,4/8/2013 11:16,14.2,feet,10.1,feet,1 bud.
2012-0065-01-6,7/5/2012 16:50,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-6,10/18/2012 0:00,Alive,Fair,Caged. Bare at bottom and yellow color (scale) at bottom.,,,,,,
2012-0065-01-6,10/7/2013 16:53,Alive,Fair,Caged. Bare at bottom and yellow color (scale) at bottom.,,,,,,
2012-0065-01-6,2/25/2015 0:00,Alive,Fair,Caged. Old herbivory.,,,,,,
2012-0065-01-6,3/21/2016 18:28,Alive,Good,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-6,3/23/2017 20:15,Alive,Fair,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-6,2/26/2018 15:25,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-6,3/29/2019 19:23,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-59,,,,,11/26/2013 0:00,174,inches,19.7,inches,measured 3-16-13. 0 arms. VN
2012-0065-01-59,,,,,3/16/2013 0:00,174,inches,51,inches,measured 3-16-13
2012-0065-01-59,3/30/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-59,3/30/2012 18:42,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-59,3/16/2013 13:00,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-59,5/13/2013 18:45,Alive,Good,,,,,,,
2012-0065-01-59,10/7/2013 14:04,Alive,Good,,,,,,,
2012-0065-01-59,10/7/2013 16:47,Alive,Good,,,,,,,
2012-0065-01-59,11/26/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-59,2/27/2015 0:00,Dead,,,,,,,,
2012-0065-01-58,,,,,2/26/2020 13:31,22.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-58,,,,,2/26/2015 0:00,21.5,feet,,feet,2 arms. 0 buds.
2012-0065-01-58,,,,,3/13/2013 13:27,242.4,inches,16.5,inches,3/15/2012
2012-0065-01-58,3/15/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-58,3/15/2012 0:00,Alive,Poor,,,,,,,
2012-0065-01-58,3/15/2012 17:37,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-58,10/7/2013 16:46,Alive,Good,,,,,,,
2012-0065-01-58,1/29/2014 0:00,Alive,Good,Not caged. Jt. 1-29-2014.,,,,,,
2012-0065-01-58,2/25/2015 0:00,Alive,Fair,No cage. No herbivory.,,,,,,
2012-0065-01-58,3/21/2016 18:28,Alive,Fair,"No cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-58,3/23/2017 20:15,Alive,Fair,"No cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-58,2/26/2018 15:25,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-58,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-57,,,,,2/26/2020 13:31,10,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-57,,,,,3/11/2015 0:00,8.45,feet,,feet,0 arms. 0 buds.
2012-0065-01-57,,,,,11/26/2013 0:00,90,inches,16,inches,date measured 3-16-13. 0 arms. VN
2012-0065-01-57,,,,,3/16/2013 0:00,90,inches,38.5,inches,date measured 3-16-13
2012-0065-01-57,3/30/2012 18:17,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-57,3/16/2013 0:00,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-57,10/7/2013 16:47,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-57,11/23/2013 15:30,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-57,11/26/2013 0:00,Alive,Excellent,Manual load of coordinates from Veronica. Not caged. VN,,,,,,
2012-0065-01-57,2/25/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
2012-0065-01-57,3/21/2016 18:28,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-57,3/23/2017 20:15,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-57,2/26/2018 15:25,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-57,3/29/2019 19:20,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-56,,,,,2/26/2020 13:31,17.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-56,,,,,2/26/2015 0:00,16.9,feet,,feet,1 arm.0 buds.
2012-0065-01-56,,,,,3/13/2013 13:53,189.6,inches,17.5,inches,3/15/2012
2012-0065-01-56,3/15/2012 0:00,Alive,Good,not caged.,,,,,,
2012-0065-01-56,3/15/2012 17:58,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-56,10/7/2013 16:46,Alive,Good,not caged.,,,,,,
2012-0065-01-56,2/25/2015 0:00,Alive,Fair,No cage. Old herbivory.,,,,,,
2012-0065-01-56,3/21/2016 18:28,Alive,Fair,"No cage. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-56,3/23/2017 20:15,Alive,Fair,"No cage. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-56,2/26/2018 15:25,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-56,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-55,,,,,2/26/2020 13:31,12.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-55,,,,,3/16/2013 16:57,8.5,feet,14,feet,"0 arms, dl."
2012-0065-01-55,,,,,10/19/2012 10:24,8.5,feet,14,feet,"0 arms, dl."
2012-0065-01-55,3/30/2012 17:59,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-55,11/15/2012 0:00,Alive,Excellent,"not caged, dl.",,,,,,
2012-0065-01-55,10/7/2013 16:46,Alive,Excellent,"not caged, dl.",,,,,,
2012-0065-01-55,2/25/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
2012-0065-01-55,3/21/2016 18:28,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-55,3/23/2017 20:15,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-55,2/26/2018 15:25,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-55,3/29/2019 19:20,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-54,,,,,2/26/2020 13:31,18,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-54,,,,,2/26/2015 0:00,17.4,feet,,feet,0 arms. 0 buds.
2012-0065-01-54,,,,,3/13/2013 13:35,196.8,inches,13.5,inches,3/15/2012
2012-0065-01-54,3/15/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-54,3/15/2012 17:42,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-54,10/7/2013 16:46,Alive,Good,,,,,,,
2012-0065-01-54,1/29/2014 0:00,Alive,Good,Caged. Jt. 1-29-2014.,,,,,,
2012-0065-01-54,2/25/2015 0:00,Alive,Good,Caged. Old herbivory.,,,,,,
2012-0065-01-54,3/21/2016 18:28,Alive,Good,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-54,3/23/2017 20:15,Alive,Good,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-54,5/12/2017 16:16,Alive,Good,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-54,2/26/2018 15:25,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-54,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-53,,,,,2/26/2020 13:31,16.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-53,,,,,2/27/2015 0:00,14.6,feet,,feet,0 arms. 2 buds.
2012-0065-01-53,,,,,3/16/2013 0:00,156,inches,36,inches,Measured on 3-16-13
2012-0065-01-53,3/30/2012 17:54,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-53,3/16/2013 0:00,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-53,10/7/2013 16:46,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-53,11/23/2013 15:30,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-53,11/26/2013 0:00,Alive,Excellent,Not caged. VN,,,,,,
2012-0065-01-53,2/25/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-53,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-53,3/23/2017 20:15,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-53,2/26/2018 15:24,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-53,3/29/2019 19:20,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-52,,,,,2/26/2020 13:31,18.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-52,,,,,2/26/2015 0:00,16.1,feet,,feet,1 arm. 0 buds.
2012-0065-01-52,,,,,3/13/2013 13:34,176.4,inches,11.3,inches,3/15/2012
2012-0065-01-52,3/15/2012 0:00,Alive,Good,caged,,,,,,
2012-0065-01-52,3/15/2012 17:40,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-52,10/7/2013 16:46,Alive,Good,caged,,,,,,
2012-0065-01-52,2/25/2015 0:00,Alive,Good,Tight cage. No herbivory.,,,,,,
2012-0065-01-52,3/21/2016 18:28,Alive,Good,"Tight cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-52,3/23/2017 20:15,Alive,Good,"Tight cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-52,5/12/2017 16:16,Alive,Good,"Tight cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-52,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-52,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-51,,,,,2/26/2020 13:31,7.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-51,,,,,2/23/2015 0:00,54.75,inches,,inches,0 arms. 0 buds.
2012-0065-01-51,,,,,3/13/2013 13:25,41,inches,8.1,inches,3/15/2012
2012-0065-01-51,3/15/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-51,3/15/2012 17:32,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-51,10/7/2013 16:46,Alive,Good,,,,,,,
2012-0065-01-51,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-51,2/23/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
2012-0065-01-51,2/23/2015 23:46,Alive,Good,Not caged. No herbivory.,,,,,,
2012-0065-01-51,2/10/2016 23:46,Alive,Good,Not caged. No herbivory.,,,,,,
2012-0065-01-51,3/21/2016 18:28,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-51,3/23/2017 20:15,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-51,2/26/2018 15:24,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-51,3/29/2019 19:20,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-50,,,,,1/29/2014 0:00,121.2,inches,10.9,inches,0 arms. Ap. 1/29/2014.
2012-0065-01-50,,,,,3/13/2013 13:55,121.2,inches,10.9,inches,3/15/2012
2012-0065-01-50,3/15/2012 0:00,Alive,Poor,,,,,,,
2012-0065-01-50,3/15/2012 18:01,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-50,10/7/2013 16:46,Alive,Poor,,,,,,,
2012-0065-01-50,1/29/2014 0:00,Alive,Poor,Not caged. Very poor condition.  Ap. 1/29/2014.,,,,,,
2012-0065-01-50,9/25/2014 0:00,Dead,,Not caged. Very poor condition.  Ap. 1/29/2014. Found dead 9/24/2014.,,,,,,
2012-0065-01-5,,,,,2/26/2020 13:35,13.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-5,,,,,2/26/2015 0:00,12.7,feet,,feet,0 arms. 0 buds.
2012-0065-01-5,,,,,10/18/2012 19:47,12.3,feet,12,feet,0 arms.
2012-0065-01-5,7/9/2012 16:17,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-5,10/30/2012 0:00,Alive,Good,Caged. Rabbit dammage up to about 2 feet.,,,,,,
2012-0065-01-5,11/28/2012 12:15,Alive,Good,Caged. Rabbit dammage up to about 2 feet.,,,,,,
2012-0065-01-5,10/7/2013 16:53,Alive,Good,Caged. Rabbit dammage up to about 2 feet.,,,,,,
2012-0065-01-5,2/25/2015 0:00,Alive,Fair,Tight cage. Old herbivory.,,,,,,
2012-0065-01-5,3/21/2016 18:28,Alive,Fair,"Tight cage. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-5,3/23/2017 20:15,Alive,Fair,"Tight cage. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-5,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-5,3/29/2019 19:23,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-49,,,,,2/26/2020 13:30,17.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-49,,,,,2/27/2015 0:00,15.55,feet,,feet,0 arms. 0 buds.
2012-0065-01-49,,,,,3/13/2013 12:21,165.6,inches,18.11,inches,3/14/2012
2012-0065-01-49,3/14/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-49,3/14/2012 16:53,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-49,10/7/2013 16:45,Alive,Good,,,,,,,
2012-0065-01-49,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-49,2/25/2015 0:00,Alive,Fair,Not caged. Old herbivory.,,,,,,
2012-0065-01-49,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-49,3/23/2017 20:15,Alive,Poor,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-49,2/26/2018 15:24,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-49,3/29/2019 19:19,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-48,,,,,2/26/2015 0:00,20.3,feet,,feet,0 arms. 0 buds.
2012-0065-01-48,,,,,10/19/2012 10:21,18.2,feet,16.3,feet,"0 arms, dl."
2012-0065-01-48,3/15/2012 18:03,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-48,11/15/2012 0:00,Alive,Good,"caged, cage too tight, dl",,,,,,
2012-0065-01-48,10/7/2013 16:46,Alive,Good,"caged, cage too tight, dl",,,,,,
2012-0065-01-48,2/25/2015 0:00,Alive,Good,tight cage. No herbivory.,,,,,,
2012-0065-01-48,3/21/2016 18:28,Alive,Fair,"tight cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, No herbivory, tag replaced, VN, 2/24/16.",,,,,,
2012-0065-01-48,3/23/2017 20:15,Alive,Fair,"tight cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, No herbivory, tag replaced, VN, 2/24/16. Saguaro Inventory 2017, Caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-48,9/30/2017 0:00,Dead,,"tight cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, No herbivory, tag replaced, VN, 2/24/16. Saguaro Inventory 2017, Caged, No herbivory, VN,  2/17/17. During Sunset Plaza installation Root zone compacted in every direction, killing the roots and then the plant.  kk 9/2017",,,,,,
2012-0065-01-47,,,,,2/26/2020 13:31,7.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-47,,,,,2/27/2015 0:00,7.2,feet,,feet,0 arms. 0 buds.
2012-0065-01-47,,,,,3/16/2013 0:00,82,inches,6.5,inches,measured on 3-16-13
2012-0065-01-47,3/21/2012 18:33,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-47,10/7/2013 16:46,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-47,11/26/2013 0:00,Alive,Fair,Not caged. VN,,,,,,
2012-0065-01-47,2/25/2015 0:00,Alive,Fair,Not caged. Old herbivory.,,,,,,
2012-0065-01-47,3/21/2016 18:28,Alive,Fair,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-47,3/23/2017 20:15,Alive,Poor,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-47,2/26/2018 15:24,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-47,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-46,,,,,2/26/2020 13:31,12.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-46,,,,,2/26/2015 0:00,13.2,feet,,feet,3 arms. 0 buds.
2012-0065-01-46,,,,,3/13/2013 13:39,156,inches,11.9,inches,3/15/2012
2012-0065-01-46,3/15/2012 0:00,Alive,Good,caged.,,,,,,
2012-0065-01-46,3/15/2012 17:45,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-46,10/7/2013 16:46,Alive,Good,caged.,,,,,,
2012-0065-01-46,2/25/2015 0:00,Alive,Good,Caged. No herbivory.,,,,,,
2012-0065-01-46,3/21/2016 18:28,Alive,Good,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-46,2/17/2017 22:30,Alive,Good,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-46,3/23/2017 20:14,Alive,Fair,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-46,2/26/2018 15:24,Alive,Poor,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-46,3/29/2019 19:20,Alive,Poor,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-46,9/14/2020 0:00,Dead,,,,,,,,
2012-0065-01-45,,,,,2/26/2020 13:31,14.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-45,,,,,2/26/2018 15:24,13.4,feet,,feet,0 arms. 0 buds.
2012-0065-01-45,,,,,2/27/2015 0:00,12.1,feet,,feet,0 arms. 0 buds.
2012-0065-01-45,,,,,3/13/2013 13:20,132.5,inches,12,inches,3/15/2012
2012-0065-01-45,3/15/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-45,3/15/2012 17:25,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-45,10/7/2013 16:46,Alive,Good,,,,,,,
2012-0065-01-45,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-45,2/25/2015 0:00,Alive,Fair,Not caged. Old herbivory.,,,,,,
2012-0065-01-45,3/21/2016 18:28,Alive,Fair,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-45,11/4/2016 22:45,Alive,Fair,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-45,3/23/2017 20:14,Alive,Poor,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-45,2/26/2018 15:24,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
