Accession Planting,Inventory Date,Status,Condition,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
1990-0350-01-14,12/21/2015 23:31,Alive,Good,,,,,,
1990-0350-01-14,3/21/2016 18:31,Alive,Good,,,,,,
1990-0350-01-14,3/23/2017 20:44,Alive,Good,,,,,,
1990-0350-01-14,2/26/2018 15:44,Alive,Good,,,,,,
1990-0350-01-14,3/29/2019 19:30,Alive,Fair,,,,,,
1990-0350-01-12,,,,2/26/2020 13:55,18.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0350-01-12,,,,2/27/2015 0:00,551,centimeters,,centimeters,4 arms. 0 buds.
1990-0350-01-12,,,,1/24/2013 16:31,17.1,feet,16.5,feet,"4 arms, dl"
1990-0350-01-12,6/28/1999 0:00,Alive,Good,,,,,,
1990-0350-01-12,1/12/2013 23:30,Alive,Good,,,,,,
1990-0350-01-12,1/22/2013 0:00,Alive,Good,,,,,,
1990-0350-01-12,10/7/2013 17:09,Alive,Good,,,,,,
1990-0350-01-12,2/26/2015 0:00,Alive,Good,,,,,,
1990-0350-01-12,2/27/2015 23:01,Alive,Good,,,,,,
1990-0350-01-12,3/23/2017 20:44,Alive,Good,,,,,,
1990-0350-01-12,2/26/2018 15:43,Alive,Good,,,,,,
1990-0350-01-12,3/29/2019 19:31,Alive,Fair,,,,,,
1990-0350-01-11,10/15/1990 0:00,Dead,,,,,,,
1990-0350-01-10,9/1/1990 0:00,Dead,,,,,,,
1990-0350-01-1,6/1/1990 0:00,Alive,,,,,,,
1990-0350-01-1,3/23/2016 0:00,Dead,,,,,,,
1990-0214-01-9,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-9,2/17/2010 0:00,Dead,,,,,,,
1990-0214-01-8,,,,2/26/2020 13:53,14.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-8,,,,2/19/2015 0:00,14.1,feet,,feet,2 arms. 0 buds.
1990-0214-01-8,,,,12/2/2012 14:11,13.7,feet,16.5,feet,"2 arms, dl."
1990-0214-01-8,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-8,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-8,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-8,11/29/2012 0:00,Alive,Fair,,,,,,
1990-0214-01-8,10/7/2013 17:06,Alive,Fair,,,,,,
1990-0214-01-8,2/19/2015 0:00,Alive,Poor,,,,,,
1990-0214-01-8,2/19/2015 22:46,Alive,Poor,,,,,,
1990-0214-01-8,3/21/2016 18:31,Alive,Fair,,,,,,
1990-0214-01-8,3/23/2017 20:44,Alive,Fair,,,,,,
1990-0214-01-8,2/26/2018 15:43,Alive,Fair,,,,,,
1990-0214-01-8,3/29/2019 19:29,Alive,Fair,,,,,,
1990-0214-01-7,,,,2/26/2020 13:53,21.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-7,,,,2/19/2015 0:00,19.8,feet,,feet,4 arms. 1 bud.
1990-0214-01-7,,,,12/2/2012 14:03,17.8,feet,14.6,feet,"4 arms, dl."
1990-0214-01-7,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-7,1/31/2010 0:00,Alive,,,,,,,
1990-0214-01-7,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-7,11/29/2012 0:00,Alive,Fair,,,,,,
1990-0214-01-7,10/7/2013 17:06,Alive,Fair,,,,,,
1990-0214-01-7,2/19/2015 0:00,Alive,Fair,,,,,,
1990-0214-01-7,2/19/2015 22:46,Alive,Fair,,,,,,
1990-0214-01-7,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-7,3/23/2017 20:44,Alive,Fair,,,,,,
1990-0214-01-7,2/26/2018 15:43,Alive,Fair,,,,,,
1990-0214-01-7,3/29/2019 19:29,Alive,Fair,,,,,,
1990-0214-01-6,,,,2/19/2015 0:00,8.2,feet,,feet,2 arms. 0 buds.
1990-0214-01-6,,,,12/2/2012 14:00,7.5,feet,12.4,feet,"0 arms, dl."
1990-0214-01-6,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-6,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-6,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-6,11/29/2012 0:00,Alive,Fair,,,,,,
1990-0214-01-6,10/7/2013 17:06,Alive,Fair,,,,,,
1990-0214-01-6,2/19/2015 0:00,Alive,Fair,,,,,,
1990-0214-01-6,2/19/2015 22:46,Alive,Fair,,,,,,
1990-0214-01-6,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-6,3/23/2017 20:44,Alive,Good,,,,,,
1990-0214-01-6,2/26/2018 15:43,Alive,Good,,,,,,
1990-0214-01-6,3/29/2019 19:29,Alive,Good,,,,,,
1990-0214-01-6,2/26/2020 0:00,Dead,,,,,,,
1990-0214-01-5,,,,12/2/2012 13:44,15.5,feet,16.5,feet,"1 arm, 7 buds, dl."
1990-0214-01-5,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-5,2/18/2010 0:00,Alive,,,,,,,
1990-0214-01-5,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-5,11/29/2012 0:00,Alive,Fair,,,,,,
1990-0214-01-5,10/7/2013 17:06,Alive,Fair,,,,,,
1990-0214-01-5,2/20/2015 0:00,Dead,,,,,,,
1990-0214-01-5,2/12/2020 0:00,Alive,,,,,,,
1990-0214-01-4,,,,2/26/2020 13:53,8.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-4,,,,2/19/2015 0:00,7.1,feet,,feet,0 arm. 0 buds.
1990-0214-01-4,,,,12/2/2012 13:16,5.6,feet,9,feet,"0 arms, dl."
1990-0214-01-4,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-4,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-4,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-4,11/29/2012 0:00,Alive,Good,,,,,,
1990-0214-01-4,10/7/2013 17:06,Alive,Good,,,,,,
1990-0214-01-4,2/11/2015 0:01,Alive,Good,,,,,,
1990-0214-01-4,2/19/2015 0:00,Alive,Good,,,,,,
1990-0214-01-4,2/19/2015 22:46,Alive,Good,,,,,,
1990-0214-01-4,3/21/2016 18:31,Alive,Excellent,,,,,,
1990-0214-01-4,3/23/2017 20:44,Alive,Excellent,,,,,,
1990-0214-01-4,2/26/2018 15:43,Alive,Excellent,,,,,,
1990-0214-01-4,3/29/2019 19:29,Alive,Good,,,,,,
1990-0214-01-3,,,,2/19/2015 0:00,13.7,feet,,feet,0 arms. 0 buds.
1990-0214-01-3,,,,11/30/2012 18:18,13.7,feet,13.4,feet,"0 arms, dl."
1990-0214-01-3,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-3,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-3,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-3,11/29/2012 0:00,Alive,Good,,,,,,
1990-0214-01-3,10/7/2013 17:06,Alive,Good,,,,,,
1990-0214-01-3,2/19/2015 0:00,Alive,Fair,,,,,,
1990-0214-01-3,2/26/2015 22:46,Alive,Fair,,,,,,
1990-0214-01-3,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-3,3/23/2017 20:44,Alive,Fair,,,,,,
1990-0214-01-3,2/26/2018 15:43,Alive,Fair,,,,,,
1990-0214-01-3,3/29/2019 19:29,Alive,Fair,,,,,,
1990-0214-01-3,2/18/2020 0:00,Dead,,,,,,,
1990-0214-01-3,2/26/2020 0:00,Dead,,,,,,,
1990-0214-01-24,,,,2/20/2015 0:00,16.5,feet,,feet,"2 arms, 1 bud."
1990-0214-01-24,,,,12/10/2012 14:19,15.6,feet,18.6,feet,"2 arms, 1 bud, dl."
1990-0214-01-24,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-24,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-24,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-24,12/6/2012 0:00,Alive,Fair,,,,,,
1990-0214-01-24,10/7/2013 17:06,Alive,Fair,,,,,,
1990-0214-01-24,3/5/2015 0:00,Alive,Fair,,,,,,
1990-0214-01-24,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-24,3/23/2017 20:44,Alive,Fair,,,,,,
1990-0214-01-24,2/26/2018 15:43,Alive,Fair,,,,,,
1990-0214-01-24,3/29/2019 19:29,Alive,Poor,,,,,,
1990-0214-01-24,11/8/2019 0:00,Dead,,,,,,,
1990-0214-01-23,,,,2/26/2020 13:52,9.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-23,,,,2/17/2015 0:00,8.8,feet,14.5,feet,0 arms. 0 buds.
1990-0214-01-23,,,,12/21/2012 14:26,7.9,feet,13,feet,0 arms.
1990-0214-01-23,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-23,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-23,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-23,12/21/2012 0:00,Alive,Excellent,,,,,,
1990-0214-01-23,10/7/2013 17:04,Alive,Excellent,,,,,,
1990-0214-01-23,2/17/2015 0:00,Alive,Good,,,,,,
1990-0214-01-23,2/18/2015 22:31,Alive,Good,,,,,,
1990-0214-01-23,3/21/2016 18:31,Alive,Excellent,,,,,,
1990-0214-01-23,3/23/2017 20:44,Alive,Fair,,,,,,
1990-0214-01-23,2/26/2018 15:43,Alive,Good,,,,,,
1990-0214-01-23,3/29/2019 19:28,Alive,Fair,,,,,,
1990-0214-01-22,,,,2/26/2020 13:52,10.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-22,,,,2/19/2015 0:00,9.3,feet,,feet,0 arms. 0 buds.
1990-0214-01-22,,,,12/21/2012 15:21,6.5,feet,13.4,feet,0 arms. Ram
1990-0214-01-22,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-22,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-22,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-22,12/21/2012 0:00,Alive,Excellent,,,,,,
1990-0214-01-22,10/7/2013 17:04,Alive,Excellent,,,,,,
1990-0214-01-22,2/19/2015 0:00,Alive,Excellent,,,,,,
1990-0214-01-22,3/3/2015 22:32,Alive,Excellent,,,,,,
1990-0214-01-22,12/21/2015 23:31,Alive,Excellent,,,,,,
1990-0214-01-22,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-22,3/23/2017 20:44,Alive,Good,,,,,,
1990-0214-01-22,2/26/2018 15:43,Alive,Excellent,,,,,,
1990-0214-01-22,3/29/2019 19:28,Alive,Good,,,,,,
1990-0214-01-22,11/22/2019 0:00,Alive,Good,,,,,,
1990-0214-01-21,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-21,2/17/2010 0:00,Dead,,,,,,,
1990-0214-01-20,,,,2/26/2020 13:52,7.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-20,,,,2/19/2015 0:00,6.4,feet,,feet,0 arms. 0 buds.
1990-0214-01-20,,,,12/21/2012 15:31,5.5,feet,10.3,feet,0 arms. Ram
1990-0214-01-20,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-20,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-20,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-20,12/21/2012 0:00,Alive,Excellent,,,,,,
1990-0214-01-20,10/7/2013 17:04,Alive,Excellent,,,,,,
1990-0214-01-20,2/19/2015 0:00,Alive,Excellent,,,,,,
1990-0214-01-20,2/26/2015 22:46,Alive,Excellent,,,,,,
1990-0214-01-20,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-20,3/23/2017 20:44,Alive,Good,,,,,,
1990-0214-01-20,2/26/2018 15:43,Alive,Good,,,,,,
1990-0214-01-20,3/29/2019 19:28,Alive,Good,,,,,,
1990-0214-01-2,,,,2/26/2020 13:53,10.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-2,,,,2/19/2015 0:00,8.5,feet,,feet,0 arms. 0 buds.
1990-0214-01-2,,,,12/3/2012 11:10,7.6,feet,13.5,feet,"0 arms, dl."
1990-0214-01-2,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-2,1/31/2010 0:00,Dead,,,,,,,
1990-0214-01-2,11/28/2012 12:16,Dead,,,,,,,
1990-0214-01-2,11/29/2012 0:00,Alive,Excellent,,,,,,
1990-0214-01-2,10/7/2013 17:06,Alive,Excellent,,,,,,
1990-0214-01-2,2/8/2015 23:30,Alive,Excellent,,,,,,
1990-0214-01-2,2/19/2015 0:00,Alive,Excellent,,,,,,
1990-0214-01-2,2/26/2015 22:46,Alive,Excellent,,,,,,
1990-0214-01-2,3/21/2016 18:31,Alive,Excellent,,,,,,
1990-0214-01-2,3/23/2017 20:44,Alive,Excellent,,,,,,
1990-0214-01-2,2/26/2018 15:43,Alive,Excellent,,,,,,
1990-0214-01-2,3/29/2019 19:29,Alive,Good,,,,,,
1990-0214-01-19,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-19,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-19,3/23/2016 18:28,Dead,, VN," 3/23/16.""""",,,,
1990-0214-01-18,,,,2/26/2020 13:37,18.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-18,,,,2/19/2015 0:00,17,feet,,feet,3 arms. 1 bud.
1990-0214-01-18,,,,5/7/2013 13:38,16.8,feet,18.6,feet,3 arms. 1 bud. VN.
1990-0214-01-18,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-18,2/17/2010 0:00,Dead,,,,,,,
1990-0214-01-18,11/28/2012 12:17,Dead,,,,,,,
1990-0214-01-18,1/31/2013 0:00,Alive,Good,,,,,,
1990-0214-01-18,5/7/2013 0:00,Alive,Good,,,,,,
1990-0214-01-18,10/7/2013 17:11,Alive,Good,,,,,,
1990-0214-01-18,2/19/2015 0:00,Alive,Good,,,,,,
1990-0214-01-18,3/3/2015 22:32,Alive,Good,,,,,,
1990-0214-01-18,3/5/2015 0:00,Alive,Good,,,,,,
1990-0214-01-18,12/21/2015 23:31,Alive,Good,,,,,,
1990-0214-01-18,3/21/2016 18:31,Alive,Excellent,,,,,,
1990-0214-01-18,3/23/2017 20:44,Alive,Good,,,,,,
1990-0214-01-18,2/26/2018 15:43,Alive,Good,,,,,,
1990-0214-01-18,3/29/2019 19:31,Alive,Fair,,,,,,
1990-0214-01-17,,,,2/26/2020 13:52,20,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-17,,,,2/19/2015 0:00,16.7,feet,,feet,1 arm.  0 buds.
1990-0214-01-17,,,,12/21/2012 14:33,14.3,feet,16.2,feet,0 arms.
1990-0214-01-17,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-17,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-17,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-17,12/21/2012 0:00,Alive,Excellent,,,,,,
1990-0214-01-17,10/7/2013 17:04,Alive,Excellent,,,,,,
1990-0214-01-17,2/19/2015 0:00,Alive,Good,,,,,,
1990-0214-01-17,2/26/2015 22:46,Alive,Good,,,,,,
1990-0214-01-17,12/21/2015 23:31,Alive,Good,,,,,,
1990-0214-01-17,3/21/2016 18:31,Alive,Excellent,,,,,,
1990-0214-01-17,3/23/2017 20:44,Alive,Good,,,,,,
1990-0214-01-17,2/26/2018 15:43,Alive,Good,,,,,,
1990-0214-01-17,3/29/2019 19:28,Alive,Fair,,,,,,
1990-0214-01-16,,,,2/26/2020 13:52,15.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-16,,,,2/17/2015 0:00,13.6,feet,17.2,feet,1 Arm. 0 buds.
1990-0214-01-16,,,,12/21/2012 14:45,13,feet,16.2,feet,1 Bud.
1990-0214-01-16,5/9/2000 0:00,Alive,,,,,,,
1990-0214-01-16,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-16,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-16,12/21/2012 0:00,Alive,Excellent,,,,,,
1990-0214-01-16,10/7/2013 17:04,Alive,Excellent,,,,,,
1990-0214-01-16,2/17/2015 0:00,Alive,Excellent,,,,,,
1990-0214-01-16,2/18/2015 0:01,Alive,Excellent,,,,,,
1990-0214-01-16,12/21/2015 23:31,Alive,Excellent,,,,,,
1990-0214-01-16,3/21/2016 18:31,Alive,Excellent,,,,,,
1990-0214-01-16,3/23/2017 20:44,Alive,Fair,,,,,,
1990-0214-01-16,2/26/2018 15:43,Alive,Good,,,,,,
1990-0214-01-16,3/29/2019 19:28,Alive,Fair,,,,,,
1990-0214-01-15,,,,2/26/2020 13:53,17.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-15,,,,2/19/2015 0:00,17.1,feet,,feet,3 arms. 4 buds.
1990-0214-01-15,,,,12/2/2012 13:28,15.9,feet,15,feet,"4 arms, 1 bud, dl."
1990-0214-01-15,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-15,2/14/2010 0:00,Alive,,,,,,,
1990-0214-01-15,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-15,11/29/2012 0:00,Alive,Good,,,,,,
1990-0214-01-15,10/7/2013 17:06,Alive,Good,,,,,,
1990-0214-01-15,2/11/2015 0:01,Alive,Good,,,,,,
1990-0214-01-15,2/19/2015 0:00,Alive,Good,,,,,,
1990-0214-01-15,2/19/2015 0:00,Alive,Good,,,,,,
1990-0214-01-15,2/19/2015 22:46,Alive,Good,,,,,,
1990-0214-01-15,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-15,3/23/2017 20:44,Alive,Good,,,,,,
1990-0214-01-15,2/26/2018 15:43,Alive,Good,,,,,,
1990-0214-01-15,3/29/2019 19:29,Alive,Fair,,,,,,
1990-0214-01-14,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-14,2/17/2010 0:00,Dead,,,,,,,
1990-0214-01-13,,,,2/26/2020 13:40,7.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-13,,,,2/20/2015 0:00,5.8,feet,,feet,0 arms. 0 buds.
1990-0214-01-13,,,,5/10/2013 10:38,5.1,feet,12,feet,0 arms. VN.
1990-0214-01-13,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-13,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-13,11/28/2012 12:17,Alive,,,,,,,
1990-0214-01-13,5/10/2013 0:00,Alive,Good,,,,,,
1990-0214-01-13,10/7/2013 17:15,Alive,Good,,,,,,
1990-0214-01-13,2/11/2015 0:01,Alive,Good,,,,,,
1990-0214-01-13,2/20/2015 0:00,Alive,Good,,,,,,
1990-0214-01-13,2/20/2015 23:02,Alive,Good,,,,,,
1990-0214-01-13,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-13,3/23/2017 20:44,Alive,Excellent,,,,,,
1990-0214-01-13,2/26/2018 15:43,Alive,Excellent,,,,,,
1990-0214-01-13,3/29/2019 19:33,Alive,Good,,,,,,
1990-0214-01-12,,,,2/26/2020 13:53,21.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-12,,,,3/5/2015 0:00,20.8,feet,,feet,3 arms. 2 buds.
1990-0214-01-12,,,,12/2/2012 13:36,20.4,feet,20.5,feet,"2 arms, 3 buds, dl."
1990-0214-01-12,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-12,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-12,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-12,11/29/2012 0:00,Alive,Fair,,,,,,
1990-0214-01-12,10/7/2013 17:06,Alive,Fair,,,,,,
1990-0214-01-12,3/5/2015 0:00,Alive,Fair,,,,,,
1990-0214-01-12,3/13/2015 23:15,Alive,Fair,,,,,,
1990-0214-01-12,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-12,3/23/2017 20:44,Alive,Fair,,,,,,
1990-0214-01-12,2/26/2018 15:43,Alive,Fair,,,,,,
1990-0214-01-12,3/29/2019 19:29,Alive,Fair,,,,,,
1990-0214-01-12,11/22/2019 0:00,Alive,Fair,,,,,,
1990-0214-01-11,,,,2/26/2020 13:53,12.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-11,,,,2/19/2015 0:00,10.5,feet,,feet,0 arms. 0 buds.
1990-0214-01-11,,,,12/10/2012 14:17,9.8,feet,12.9,feet,"0 arms, dl."
1990-0214-01-11,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-11,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-11,11/28/2012 12:16,Alive,,,,,,,
1990-0214-01-11,12/6/2012 0:00,Alive,Excellent,,,,,,
1990-0214-01-11,10/7/2013 17:06,Alive,Excellent,,,,,,
1990-0214-01-11,2/19/2015 0:00,Alive,Fair,,,,,,
1990-0214-01-11,2/19/2015 22:46,Alive,Fair,,,,,,
1990-0214-01-11,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-11,3/23/2017 20:44,Alive,Good,,,,,,
1990-0214-01-11,2/26/2018 15:43,Alive,Good,,,,,,
1990-0214-01-11,3/29/2019 19:29,Alive,Fair,,,,,,
1990-0214-01-10,,,,2/26/2020 13:55,16.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1990-0214-01-10,,,,1/8/2013 20:49,10.7,feet,13.6,feet,"0 arms, dl"
1990-0214-01-10,4/4/2000 0:00,Alive,,,,,,,
1990-0214-01-10,2/17/2010 0:00,Alive,,,,,,,
1990-0214-01-10,11/28/2012 12:17,Alive,,,,,,,
1990-0214-01-10,1/8/2013 0:00,Alive,Excellent," but it has an old tag as ""199202140110"". dl""",,,,,
1990-0214-01-10,10/7/2013 17:09,Alive,Excellent," but it has an old tag as ""199202140110"". dl""",,,,,
1990-0214-01-10,2/20/2015 0:00,Alive,Fair,,,,,,
1990-0214-01-10,2/20/2015 23:01,Alive,Fair,,,,,,
1990-0214-01-10,3/21/2016 18:31,Alive,Good,,,,,,
1990-0214-01-10,3/23/2017 20:44,Alive,Excellent,,,,,,
1990-0214-01-10,2/26/2018 15:43,Alive,Excellent,,,,,,
1990-0214-01-10,3/29/2019 19:31,Alive,Good,,,,,,
1990-0214-01-1,3/19/1990 0:00,Transferred,,,,,,,
1987-0600-01-2,,,,5/7/2013 13:12,12.6,feet,16.2,feet,0 arms. VN.
1987-0600-01-2,4/19/2000 0:00,Alive,,,,,,,
1987-0600-01-2,2/17/2010 0:00,Alive,,,,,,,
1987-0600-01-2,11/28/2012 12:16,Alive,,,,,,,
1987-0600-01-2,5/7/2013 0:00,Alive,Fair,,,,,,
1987-0600-01-2,10/7/2013 17:04,Alive,Fair,,,,,,
1987-0600-01-2,3/5/2015 0:00,Dead,,,,,,,
1987-0600-01-2,10/1/2019 0:00,Dead,,,,,,,
1987-0600-01-1,4/30/1987 0:00,Transferred,,,,,,,
1987-0454-02-1,10/13/1989 0:00,Dead,,,,,,,
1987-0385-01-1,5/19/1987 0:00,Dead,,,,,,,
1987-0157-01-4,,,,2/17/2015 0:00,15.6,feet,18.7,feet,1 arm. 1 bud.
1987-0157-01-4,,,,1/21/2013 14:21,15.3,feet,18.3,feet,1 arm. 2 buds. Ram
1987-0157-01-4,4/19/2000 0:00,Alive,,,,,,,
1987-0157-01-4,2/17/2010 0:00,Alive,,,,,,,
1987-0157-01-4,11/28/2012 12:16,Alive,,,,,,,
1987-0157-01-4,10/7/2013 17:04,Alive,,,,,,,
1987-0157-01-4,1/22/2014 0:00,Alive,Good,,,,,,
1987-0157-01-4,2/17/2015 0:00,Alive,Fair,,,,,,
1987-0157-01-4,2/18/2015 22:31,Alive,Fair,,,,,,
1987-0157-01-4,3/21/2016 18:31,Alive,Good,,,,,,
1987-0157-01-4,3/23/2017 0:00,Dead,,,,,,,
1987-0157-01-4,3/23/2017 0:00,Dead,,,,,,,
1987-0157-01-1,4/30/1987 0:00,Transferred,,,,,,,
1987-0156-01-9,,,,2/26/2020 13:52,16,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1987-0156-01-9,,,,2/17/2015 0:00,16,feet,17.2,feet,2 arms. 0 buds.
1987-0156-01-9,,,,12/21/2012 15:52,16,feet,16.4,feet,2 arms. 1 bud on top.
1987-0156-01-9,2/10/2000 0:00,Alive,,,,,,,
1987-0156-01-9,2/17/2010 0:00,Alive,,,,,,,
1987-0156-01-9,11/28/2012 12:16,Alive,,,,,,,
1987-0156-01-9,12/21/2012 0:00,Alive,Good,,,,,,
1987-0156-01-9,10/7/2013 17:04,Alive,Good,,,,,,
1987-0156-01-9,2/17/2015 0:00,Alive,Good,,,,,,
1987-0156-01-9,2/18/2015 22:31,Alive,Good,,,,,,
1987-0156-01-9,3/21/2016 18:31,Alive,Excellent,,,,,,
1987-0156-01-9,3/23/2017 20:46,Alive,Fair,,,,,,
1987-0156-01-9,2/26/2018 15:12,Alive,Good,,,,,,
1987-0156-01-9,3/29/2019 19:28,Alive,Fair,,,,,,
1987-0156-01-8,,,,2/26/2020 13:53,20.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1987-0156-01-8,,,,2/19/2015 0:00,19.1,feet,,feet,6 arms. 3 buds.
1987-0156-01-8,,,,11/30/2012 18:03,17.3,feet,20,feet,"6 arms, dl."
1987-0156-01-8,2/10/2000 0:00,Alive,,,,,,,
1987-0156-01-8,2/17/2010 0:00,Alive,,,,,,,
1987-0156-01-8,11/28/2012 12:16,Alive,,,,,,,
1987-0156-01-8,11/29/2012 0:00,Alive,Fair,,,,,,
1987-0156-01-8,10/7/2013 17:06,Alive,Fair,,,,,,
1987-0156-01-8,2/19/2015 0:00,Alive,Poor,,,,,,
1987-0156-01-8,2/19/2015 22:46,Alive,Poor,,,,,,
1987-0156-01-8,3/21/2016 18:31,Alive,Good,,,,,,
1987-0156-01-8,3/23/2017 20:46,Alive,Fair,,,,,,
1987-0156-01-8,2/26/2018 15:12,Alive,Fair,,,,,,
1987-0156-01-8,3/29/2019 19:29,Alive,Fair,,,,,,
1987-0156-01-7,,,,11/29/2012 21:06,19.2,feet,19,feet,"5 arms, dl."
1987-0156-01-7,2/10/2000 0:00,Alive,,,,,,,
1987-0156-01-7,2/17/2010 0:00,Alive,,,,,,,
1987-0156-01-7,11/28/2012 12:16,Alive,,,,,,,
1987-0156-01-7,11/29/2012 0:00,Alive,Fair,,,,,,
1987-0156-01-7,10/7/2013 17:07,Alive,Fair,,,,,,
1987-0156-01-7,8/16/2014 0:00,Dead,,,,,,,
1987-0156-01-6,,,,2/26/2020 13:53,24.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1987-0156-01-6,,,,2/26/2018 15:12,23.9,feet,,feet,4 arms. 0 buds.
1987-0156-01-6,,,,2/19/2015 0:00,23.4,feet,,feet,4 arms. 0 buds.
1987-0156-01-6,,,,11/29/2012 21:15,22.2,feet,18,feet,"4 arms, dl."
1987-0156-01-6,2/10/2000 0:00,Alive,,,,,,,
1987-0156-01-6,2/17/2010 0:00,Alive,,,,,,,
1987-0156-01-6,11/28/2012 12:16,Alive,,,,,,,
1987-0156-01-6,11/29/2012 0:00,Alive,Fair,,,,,,
1987-0156-01-6,10/7/2013 17:06,Alive,Fair,,,,,,
1987-0156-01-6,2/19/2015 0:00,Alive,Fair,,,,,,
